1.080320000000000000e+05 7.241000000000000000e+03
1.080330000000000000e+05 9.988000000000000000e+03
1.080340000000000000e+05 1.249700000000000000e+04
1.080350000000000000e+05 1.333700000000000000e+04
1.080360000000000000e+05 1.481800000000000000e+04
1.080370000000000000e+05 1.013400000000000000e+04
1.080380000000000000e+05 1.344500000000000000e+04
1.080390000000000000e+05 1.083500000000000000e+04
1.080400000000000000e+05 8.574000000000000000e+03
1.080410000000000000e+05 6.441000000000000000e+03
1.080420000000000000e+05 5.109000000000000000e+03
1.080430000000000000e+05 3.921000000000000000e+03
1.080440000000000000e+05 3.203000000000000000e+03
1.080450000000000000e+05 2.543000000000000000e+03
1.080460000000000000e+05 1.613000000000000000e+03
1.080470000000000000e+05 1.079000000000000000e+03
1.080480000000000000e+05 6.980000000000000000e+02
1.080490000000000000e+05 5.950000000000000000e+02
1.080500000000000000e+05 5.570000000000000000e+02
1.080510000000000000e+05 1.439000000000000000e+03
1.080520000000000000e+05 3.281000000000000000e+03
1.080530000000000000e+05 3.000000000000000000e+00
1.080540000000000000e+05 0.000000000000000000e+00
1.080550000000000000e+05 1.000000000000000000e+00
1.080560000000000000e+05 1.795900000000000000e+04
1.080570000000000000e+05 1.772700000000000000e+04
1.080580000000000000e+05 1.575000000000000000e+04
1.080590000000000000e+05 1.253000000000000000e+04
1.080600000000000000e+05 9.656000000000000000e+03
1.080610000000000000e+05 7.299000000000000000e+03
1.080620000000000000e+05 5.684000000000000000e+03
1.080630000000000000e+05 4.348000000000000000e+03
1.080640000000000000e+05 3.386000000000000000e+03
1.080650000000000000e+05 2.113000000000000000e+03
1.080660000000000000e+05 1.342000000000000000e+03
1.080670000000000000e+05 8.270000000000000000e+02
1.080680000000000000e+05 6.330000000000000000e+02
1.080690000000000000e+05 5.340000000000000000e+02
1.080700000000000000e+05 4.740000000000000000e+02
1.080710000000000000e+05 4.240000000000000000e+02
1.080720000000000000e+05 1.302000000000000000e+03
1.080730000000000000e+05 1.136000000000000000e+03
1.080740000000000000e+05 1.082000000000000000e+03
1.080750000000000000e+05 3.229000000000000000e+03
1.080760000000000000e+05 2.729000000000000000e+03
1.080770000000000000e+05 6.368000000000000000e+03
1.080780000000000000e+05 5.261000000000000000e+03
1.080790000000000000e+05 8.949000000000000000e+03
1.080800000000000000e+05 9.190000000000000000e+03
1.080810000000000000e+05 9.749000000000000000e+03
1.080820000000000000e+05 8.860000000000000000e+03
1.080830000000000000e+05 8.629000000000000000e+03
1.080840000000000000e+05 4.110000000000000000e+03
1.080850000000000000e+05 7.380000000000000000e+03
1.080860000000000000e+05 1.077700000000000000e+04
1.080870000000000000e+05 1.594400000000000000e+04
1.080880000000000000e+05 1.780800000000000000e+04
1.080890000000000000e+05 2.980000000000000000e+02
1.080900000000000000e+05 1.501000000000000000e+03
1.080910000000000000e+05 4.587000000000000000e+03
1.080920000000000000e+05 1.062400000000000000e+04
1.080930000000000000e+05 1.509000000000000000e+04
1.080940000000000000e+05 1.737800000000000000e+04
1.080950000000000000e+05 1.769600000000000000e+04
1.080960000000000000e+05 1.536900000000000000e+04
1.080970000000000000e+05 1.226600000000000000e+04
1.080980000000000000e+05 9.727000000000000000e+03
1.080990000000000000e+05 7.641000000000000000e+03
1.081000000000000000e+05 5.895000000000000000e+03
1.081010000000000000e+05 4.634000000000000000e+03
1.081020000000000000e+05 2.669000000000000000e+03
1.081030000000000000e+05 1.656000000000000000e+03
1.081040000000000000e+05 9.590000000000000000e+02
1.081050000000000000e+05 7.550000000000000000e+02
1.081060000000000000e+05 6.020000000000000000e+02
1.081070000000000000e+05 4.980000000000000000e+02
1.081080000000000000e+05 4.140000000000000000e+02
1.081090000000000000e+05 5.200000000000000000e+02
1.081100000000000000e+05 4.540000000000000000e+02
1.081110000000000000e+05 1.192000000000000000e+03
1.081120000000000000e+05 8.840000000000000000e+02
1.081130000000000000e+05 6.820000000000000000e+02
1.081140000000000000e+05 5.802000000000000000e+03
1.081150000000000000e+05 3.388000000000000000e+03
1.081160000000000000e+05 2.142000000000000000e+03
1.081170000000000000e+05 1.363400000000000000e+04
1.081180000000000000e+05 1.113400000000000000e+04
1.081190000000000000e+05 9.099000000000000000e+03
1.081200000000000000e+05 7.250000000000000000e+03
1.081210000000000000e+05 9.132000000000000000e+03
1.081220000000000000e+05 1.261200000000000000e+04
1.081230000000000000e+05 1.592000000000000000e+04
1.081240000000000000e+05 1.569600000000000000e+04
1.081250000000000000e+05 6.200000000000000000e+01
1.081260000000000000e+05 6.330000000000000000e+02
1.081270000000000000e+05 4.216000000000000000e+03
1.081280000000000000e+05 7.000000000000000000e+01
1.081290000000000000e+05 6.620000000000000000e+02
1.081300000000000000e+05 3.249000000000000000e+03
1.081310000000000000e+05 6.621000000000000000e+03
1.081320000000000000e+05 1.176000000000000000e+04
1.081330000000000000e+05 1.362200000000000000e+04
1.081340000000000000e+05 1.280000000000000000e+04
1.081350000000000000e+05 1.126300000000000000e+04
1.081360000000000000e+05 9.448000000000000000e+03
1.081370000000000000e+05 7.933000000000000000e+03
1.081380000000000000e+05 6.440000000000000000e+03
1.081390000000000000e+05 4.021000000000000000e+03
1.081400000000000000e+05 2.621000000000000000e+03
1.081410000000000000e+05 1.458000000000000000e+03
1.081420000000000000e+05 1.033000000000000000e+03
1.081430000000000000e+05 8.350000000000000000e+02
1.081440000000000000e+05 5.740000000000000000e+02
1.081450000000000000e+05 5.200000000000000000e+02
1.081460000000000000e+05 6.920000000000000000e+02
1.081470000000000000e+05 6.200000000000000000e+02
1.081480000000000000e+05 1.696000000000000000e+03
1.081490000000000000e+05 1.214000000000000000e+03
1.081500000000000000e+05 9.580000000000000000e+02
1.081510000000000000e+05 6.721000000000000000e+03
1.081520000000000000e+05 4.369000000000000000e+03
1.081530000000000000e+05 3.001000000000000000e+03
1.081540000000000000e+05 1.068200000000000000e+04
1.081550000000000000e+05 1.031800000000000000e+04
1.081560000000000000e+05 9.004000000000000000e+03
1.081570000000000000e+05 7.894000000000000000e+03
1.081580000000000000e+05 4.760000000000000000e+02
1.081590000000000000e+05 2.051000000000000000e+03
1.081600000000000000e+05 6.864000000000000000e+03
1.081610000000000000e+05 9.978000000000000000e+03
1.081620000000000000e+05 2.740000000000000000e+02
1.081630000000000000e+05 2.681000000000000000e+03
1.081640000000000000e+05 5.800000000000000000e+03
1.081650000000000000e+05 7.492000000000000000e+03
1.081660000000000000e+05 8.165000000000000000e+03
1.081670000000000000e+05 7.655000000000000000e+03
1.081680000000000000e+05 7.203000000000000000e+03
1.081690000000000000e+05 6.279000000000000000e+03
1.081700000000000000e+05 4.404000000000000000e+03
1.081710000000000000e+05 3.126000000000000000e+03
1.081720000000000000e+05 1.921000000000000000e+03
1.081730000000000000e+05 1.391000000000000000e+03
1.081740000000000000e+05 1.130000000000000000e+03
1.081750000000000000e+05 7.930000000000000000e+02
1.081760000000000000e+05 6.230000000000000000e+02
1.081770000000000000e+05 5.390000000000000000e+02
1.081780000000000000e+05 9.240000000000000000e+02
1.081790000000000000e+05 7.220000000000000000e+02
1.081800000000000000e+05 6.390000000000000000e+02
1.081810000000000000e+05 2.058000000000000000e+03
1.081820000000000000e+05 1.523000000000000000e+03
1.081830000000000000e+05 1.235000000000000000e+03
1.081840000000000000e+05 5.471000000000000000e+03
1.081850000000000000e+05 4.200000000000000000e+03
1.081860000000000000e+05 3.247000000000000000e+03
1.081870000000000000e+05 4.515000000000000000e+03
1.081880000000000000e+05 5.640000000000000000e+03
1.081890000000000000e+05 6.118000000000000000e+03
1.081900000000000000e+05 5.915000000000000000e+03
1.081910000000000000e+05 6.530000000000000000e+02
1.081920000000000000e+05 2.523000000000000000e+03
1.079700000000000000e+05 3.099000000000000000e+03
1.079710000000000000e+05 3.057000000000000000e+03
1.079720000000000000e+05 3.349000000000000000e+03
1.079730000000000000e+05 3.320000000000000000e+03
1.079740000000000000e+05 4.191000000000000000e+03
1.079750000000000000e+05 4.989000000000000000e+03
1.079760000000000000e+05 1.119000000000000000e+03
1.079770000000000000e+05 1.000000000000000000e+00
1.079780000000000000e+05 0.000000000000000000e+00
1.079790000000000000e+05 0.000000000000000000e+00
1.079800000000000000e+05 0.000000000000000000e+00
1.079810000000000000e+05 0.000000000000000000e+00
1.079820000000000000e+05 0.000000000000000000e+00
1.079830000000000000e+05 1.000000000000000000e+00
1.079840000000000000e+05 1.000000000000000000e+00
1.079850000000000000e+05 0.000000000000000000e+00
1.079860000000000000e+05 0.000000000000000000e+00
1.079870000000000000e+05 0.000000000000000000e+00
1.079880000000000000e+05 1.000000000000000000e+00
1.079890000000000000e+05 1.000000000000000000e+00
1.079900000000000000e+05 0.000000000000000000e+00
1.079910000000000000e+05 0.000000000000000000e+00
1.079920000000000000e+05 1.000000000000000000e+00
1.079930000000000000e+05 1.000000000000000000e+00
1.079940000000000000e+05 3.087000000000000000e+03
1.079950000000000000e+05 3.023000000000000000e+03
1.079960000000000000e+05 3.239000000000000000e+03
1.079970000000000000e+05 3.299000000000000000e+03
1.079980000000000000e+05 4.205000000000000000e+03
1.079990000000000000e+05 5.005000000000000000e+03
1.080000000000000000e+05 5.356000000000000000e+03
1.080010000000000000e+05 5.712000000000000000e+03
1.080020000000000000e+05 5.587000000000000000e+03
1.080030000000000000e+05 5.106000000000000000e+03
1.080040000000000000e+05 4.518000000000000000e+03
1.080050000000000000e+05 4.078000000000000000e+03
1.080060000000000000e+05 3.627000000000000000e+03
1.080070000000000000e+05 3.996000000000000000e+03
1.080080000000000000e+05 2.449000000000000000e+03
1.080090000000000000e+05 0.000000000000000000e+00
1.080100000000000000e+05 0.000000000000000000e+00
1.080110000000000000e+05 0.000000000000000000e+00
1.080120000000000000e+05 0.000000000000000000e+00
1.080130000000000000e+05 0.000000000000000000e+00
1.080140000000000000e+05 1.000000000000000000e+00
1.080150000000000000e+05 1.000000000000000000e+00
1.080160000000000000e+05 1.000000000000000000e+00
1.080170000000000000e+05 0.000000000000000000e+00
1.080180000000000000e+05 2.000000000000000000e+00
1.080190000000000000e+05 0.000000000000000000e+00
1.080200000000000000e+05 3.303000000000000000e+03
1.080210000000000000e+05 5.238000000000000000e+03
1.080220000000000000e+05 4.340000000000000000e+03
1.080230000000000000e+05 3.662000000000000000e+03
1.080240000000000000e+05 2.969000000000000000e+03
1.080250000000000000e+05 2.615000000000000000e+03
1.080260000000000000e+05 2.245000000000000000e+03
1.080270000000000000e+05 1.665000000000000000e+03
1.080280000000000000e+05 1.328000000000000000e+03
1.080290000000000000e+05 8.770000000000000000e+02
