# RunNumber Energy Ei Chopper Chopper1 Chopper2 Chopper3 Height dHeight Center dCenter Sigma dSigma Q
0.000000000000000000e+00 1.079700000000000000e+05 8.000000000000000000e+00 8.020259475506932745e+00 2.000000000000000000e+00 1.200000000000000000e+02 6.000000000000000000e+01 3.000000000000000000e+01 4.434808456620074890e-02 7.336989538557903276e-04 -8.024844780329876137e-02 3.333837925982216770e-03 2.557758190916394336e-01 2.562174113777989596e-03 1.380515602727730995e+00
0.000000000000000000e+00 1.079710000000000000e+05 1.000000000000000000e+01 1.002081272900312925e+01 2.000000000000000000e+00 1.200000000000000000e+02 6.000000000000000000e+01 3.000000000000000000e+01 3.493554678976978911e-02 5.347523515467955723e-04 -1.077245539178202649e-01 4.577901760705044634e-03 3.678269142450007467e-01 3.326228208394361747e-03 1.543179417649904961e+00
0.000000000000000000e+00 1.079720000000000000e+05 1.200000000000000000e+01 1.206002904272751941e+01 2.000000000000000000e+00 1.200000000000000000e+02 6.000000000000000000e+01 3.000000000000000000e+01 3.063435530134343832e-02 4.332782911371995749e-04 -6.510784573112571305e-02 5.701954678040394194e-03 5.025435642855717866e-01 4.309015750400997657e-03 1.692481917639573341e+00
0.000000000000000000e+00 1.079730000000000000e+05 1.500000000000000000e+01 1.506962013367450126e+01 2.000000000000000000e+00 1.200000000000000000e+02 6.000000000000000000e+01 3.000000000000000000e+01 2.321635014644822179e-02 3.092797081315083784e-04 -1.461100568894947438e-01 7.981510864601720767e-03 7.220694730887496915e-01 5.622758362841233891e-03 1.891974200805028206e+00
0.000000000000000000e+00 1.079740000000000000e+05 2.000000000000000000e+01 2.015539388157490563e+01 2.000000000000000000e+00 1.200000000000000000e+02 6.000000000000000000e+01 3.000000000000000000e+01 1.890558557350105126e-02 2.191303570154906003e-04 -1.346550527130992436e-01 1.139223871253284247e-02 1.155202813206225310e+00 7.554226685103928272e-03 2.187444393833478440e+00
0.000000000000000000e+00 1.079750000000000000e+05 2.500000000000000000e+01 2.522387116410380159e+01 2.000000000000000000e+00 1.200000000000000000e+02 6.000000000000000000e+01 6.000000000000000000e+01 1.737883016668475764e-02 1.784402896743470424e-04 -1.908469919563153538e-01 1.385715556317121747e-02 1.601090093059527986e+00 9.305000536817504414e-03 2.446813906232515823e+00
0.000000000000000000e+00 1.079760000000000000e+05 3.000000000000000000e+01 3.041134243671422155e+01 2.000000000000000000e+00 1.200000000000000000e+02 6.000000000000000000e+01 6.000000000000000000e+01 3.072249155433364950e-03 6.559956485627323924e-05 -1.423419807298540452e-01 3.814174586100951836e-02 2.153603704379193573e+00 2.614426472995205059e-02 2.685517519712448120e+00
0.000000000000000000e+00 1.079770000000000000e+05 4.000000000000000000e+01 4.000000000000000000e+01 2.000000000000000000e+00 1.200000000000000000e+02 6.000000000000000000e+01 6.000000000000000000e+01 2.206987146815295601e-05 3.182513791301082029e-01 -4.610884100217114145e-01 5.585245877138720971e+04 3.932575779031987739e+00 4.121181622038022033e+04 3.083736648162206162e+00
0.000000000000000000e+00 1.079780000000000000e+05 5.000000000000000000e+01 5.000000000000000000e+01 2.000000000000000000e+00 1.200000000000000000e+02 6.000000000000000000e+01 6.000000000000000000e+01 1.904228914943480839e-05 2.492284267942954101e-01 4.498616348490338090e+00 1.014333626339908515e+05 8.183980027838638094e+00 8.215823649789651972e+04 3.447722420096397400e+00
0.000000000000000000e+00 1.079790000000000000e+05 6.000000000000000000e+01 6.000000000000000000e+01 2.000000000000000000e+00 1.200000000000000000e+02 6.000000000000000000e+01 9.000000000000000000e+01 0.000000000000000000e+00 3.750612504588719975e+00 -5.999999999999998668e-01 0.000000000000000000e+00 6.000000000000000000e+00 0.000000000000000000e+00 3.776790653665860642e+00
