1.000000000000000000e+01 6.000000000000000000e+01 7.900000000000007017e-01 1.006796065078632673e+05
1.000000000000000000e+01 1.200000000000000000e+02 5.050000000000005596e-01 1.584986475709071965e+05
1.000000000000000000e+01 1.800000000000000000e+02 3.750000000000003886e-01 1.564450404088031501e+05
1.000000000000000000e+01 2.400000000000000000e+02 3.150000000000003353e-01 9.807579022816178622e+04
1.000000000000000000e+01 3.000000000000000000e+02 2.600000000000002864e-01 3.309208126225043816e+04
1.000000000000000000e+02 6.000000000000000000e+01 9.950000000000141398e+00 6.396121413010872493e+04
1.000000000000000000e+02 1.200000000000000000e+02 6.800000000000096634e+00 9.810207654687121976e+04
1.000000000000000000e+02 1.800000000000000000e+02 5.750000000000081712e+00 1.341473730247819622e+05
1.000000000000000000e+02 2.400000000000000000e+02 5.550000000000078870e+00 1.645602357868239342e+05
1.000000000000000000e+02 3.000000000000000000e+02 5.200000000000073896e+00 1.888678207294869353e+05
1.000000000000000000e+02 3.600000000000000000e+02 5.000000000000071054e+00 2.129932483335260185e+05
1.000000000000000000e+02 4.200000000000000000e+02 4.600000000000065370e+00 2.265766608210330305e+05
1.000000000000000000e+02 4.800000000000000000e+02 4.400000000000062528e+00 2.316298163671463553e+05
1.000000000000000000e+02 5.400000000000000000e+02 4.000000000000056843e+00 2.235006422619661316e+05
1.000000000000000000e+02 6.000000000000000000e+02 3.600000000000051159e+00 2.070352006607605144e+05
4.000000000000000000e+02 6.000000000000000000e+01 6.540000000000092939e+01 1.870021739844156036e+04
4.000000000000000000e+02 1.200000000000000000e+02 3.340000000000047464e+01 2.369108262982415908e+04
4.000000000000000000e+02 1.800000000000000000e+02 2.720000000000038654e+01 2.934643391176025398e+04
4.000000000000000000e+02 2.400000000000000000e+02 2.400000000000034106e+01 3.552220987883602356e+04
4.000000000000000000e+02 3.000000000000000000e+02 2.200000000000031264e+01 4.031434053135720751e+04
4.000000000000000000e+02 3.600000000000000000e+02 2.200000000000031264e+01 4.618917307920699386e+04
4.000000000000000000e+02 4.200000000000000000e+02 2.060000000000029274e+01 5.222878927952311642e+04
4.000000000000000000e+02 4.800000000000000000e+02 2.180000000000030980e+01 5.704208292016213818e+04
4.000000000000000000e+02 5.400000000000000000e+02 2.040000000000028990e+01 6.246314502244115283e+04
4.000000000000000000e+02 6.000000000000000000e+02 1.900000000000027001e+01 6.765179027596028754e+04
