# RunNumber Energy Ei Chopper1 Chopper2 Chopper3 Chopper41 Chopper42 Height FWHM Sigma Q
0.000000000000000000e+00 2.744700000000000000e+05 8.174512000000000000e+01 8.174512000000000000e+01 6.000000000000000000e+01 6.000000000000000000e+01 6.000000000000000000e+01 3.000000000000000000e+02 3.000000000000000000e+02 3.598896681607319497e-03 1.307921920000012506e+01 5.553808577494745435e+00 4.409916659196217559e+00
0.000000000000000000e+00 2.744710000000000000e+05 3.633116444440000237e+01 3.633116444440000237e+01 6.000000000000000000e+01 6.000000000000000000e+01 6.000000000000000000e+01 3.000000000000000000e+02 3.000000000000000000e+02 3.851687618020259440e-02 3.633116444440176451e+00 1.542724604857824477e+00 2.939944336811701309e+00
0.000000000000000000e+00 2.744720000000000000e+05 2.043628000000000000e+01 2.043628000000000000e+01 6.000000000000000000e+01 6.000000000000000000e+01 6.000000000000000000e+01 3.000000000000000000e+02 3.000000000000000000e+02 2.841953360904116432e-01 1.594029840000015241e+00 6.768704203821720444e-01 2.373677233854929458e+00
0.000000000000000000e+00 2.744730000000000000e+05 1.307921920000000071e+01 1.307921920000000071e+01 6.000000000000000000e+01 6.000000000000000000e+01 6.000000000000000000e+01 3.000000000000000000e+02 3.000000000000000000e+02 1.216110111195118026e+00 7.978323711999859569e-01 3.387823232271702789e-01 1.898941755294799805e+00
0.000000000000000000e+00 2.744740000000000000e+05 9.082791111109999704e+00 9.082791111109999704e+00 6.000000000000000000e+01 6.000000000000000000e+01 6.000000000000000000e+01 3.000000000000000000e+02 3.000000000000000000e+02 2.039297605140208525e+00 4.723051377777309767e-01 2.005541986317329051e-01 1.582451383272806877e+00
0.000000000000000000e+00 2.744750000000000000e+05 6.673071020410000109e+00 6.673071020410000109e+00 6.000000000000000000e+01 6.000000000000000000e+01 6.000000000000000000e+01 3.000000000000000000e+02 3.000000000000000000e+02 2.150287114827281520e+00 2.936151248980465311e-01 1.246773354131832379e-01 1.356387001772721534e+00
0.000000000000000000e+00 2.744760000000000000e+05 5.109070000000000000e+00 5.109070000000000000e+00 6.000000000000000000e+01 6.000000000000000000e+01 6.000000000000000000e+01 3.000000000000000000e+02 3.000000000000000000e+02 1.919697527414102822e+00 1.992537300000019052e-01 8.460880254777150555e-02 1.186838616927464729e+00
0.000000000000000000e+00 2.744770000000000000e+05 4.036796049380000362e+00 4.036796049380000362e+00 6.000000000000000000e+01 6.000000000000000000e+01 6.000000000000000000e+01 3.000000000000000000e+02 3.000000000000000000e+02 6.566878986694968390e+00 1.372510656789165395e-01 5.828070729465670285e-02 1.054967641830444336e+00
0.000000000000000000e+00 2.744780000000000000e+05 3.269804800000000178e+00 3.269804800000000178e+00 6.000000000000000000e+01 6.000000000000000000e+01 6.000000000000000000e+01 3.000000000000000000e+02 3.000000000000000000e+02 8.378972387905170294e+00 1.046337535999981583e-01 4.443046861995675334e-02 9.494708776473999023e-01
0.000000000000000000e+00 2.744790000000000000e+05 2.702318016530000033e+00 2.702318016530000033e+00 6.000000000000000000e+01 6.000000000000000000e+01 6.000000000000000000e+01 3.000000000000000000e+02 3.000000000000000000e+02 8.314016062600387613e+00 7.836722247936944719e-02 3.327695222053904389e-02 8.631553500890731812e-01
0.000000000000000000e+00 2.744800000000000000e+05 2.270697777780000148e+00 2.270697777780000148e+00 6.000000000000000000e+01 6.000000000000000000e+01 6.000000000000000000e+01 3.000000000000000000e+02 3.000000000000000000e+02 8.232228074110633287e+00 5.676744444449988158e-02 2.410507195095536528e-02 7.912256916364034387e-01
0.000000000000000000e+00 2.744810000000000000e+05 1.934795739639999956e+00 1.934795739639999956e+00 6.000000000000000000e+01 6.000000000000000000e+01 6.000000000000000000e+01 3.000000000000000000e+02 3.000000000000000000e+02 7.358635519803867986e+00 4.836989349099884983e-02 2.053923290488273920e-02 7.303622439503669739e-01
0.000000000000000000e+00 2.744820000000000000e+05 1.668267755100000027e+00 1.668267755100000027e+00 6.000000000000000000e+01 6.000000000000000000e+01 6.000000000000000000e+01 3.000000000000000000e+02 3.000000000000000000e+02 6.366161571999571223e+00 4.003842612239960630e-02 1.700145482904441910e-02 6.781935008863607672e-01
0.000000000000000000e+00 2.744830000000000000e+05 1.453246577780000104e+00 1.453246577780000104e+00 6.000000000000000000e+01 6.000000000000000000e+01 6.000000000000000000e+01 3.000000000000000000e+02 3.000000000000000000e+02 5.817634396585875223e+00 3.051817813338020269e-02 1.295888668084085003e-02 6.329805850982666016e-01
0.000000000000000000e+00 2.744840000000000000e+05 1.277267500000000000e+00 1.277267500000000000e+00 6.000000000000000000e+01 6.000000000000000000e+01 6.000000000000000000e+01 3.000000000000000000e+02 3.000000000000000000e+02 4.825889807831146072e+00 2.682261750000025646e-02 1.138964649681539591e-02 5.934193084637323645e-01
0.000000000000000000e+00 2.744850000000000000e+05 1.131420346020000078e+00 1.131420346020000078e+00 6.000000000000000000e+01 6.000000000000000000e+01 6.000000000000000000e+01 3.000000000000000000e+02 3.000000000000000000e+02 3.898619259377042567e+00 2.375982726641967524e-02 1.008909862692979921e-02 5.585122630000114441e-01
0.000000000000000000e+00 2.744860000000000000e+05 1.009199012350000091e+00 1.009199012350000091e+00 6.000000000000000000e+01 6.000000000000000000e+01 6.000000000000000000e+01 3.000000000000000000e+02 3.000000000000000000e+02 3.175972052687377811e+00 1.917478123464944062e-02 8.142157636793817890e-03 5.274838209152221680e-01
0.000000000000000000e+00 2.744870000000000000e+05 9.057631024929999608e-01 9.057631024929999608e-01 6.000000000000000000e+01 6.000000000000000000e+01 6.000000000000000000e+01 3.000000000000000000e+02 3.000000000000000000e+02 2.735759370970221482e+00 1.630373584487432304e-02 6.923030082749181795e-03 4.997214997808138714e-01
0.000000000000000000e+00 2.744880000000000000e+05 8.174512000000000445e-01 8.174512000000000445e-01 6.000000000000000000e+01 6.000000000000000000e+01 6.000000000000000000e+01 3.000000000000000000e+02 3.000000000000000000e+02 2.148098389541991171e+00 1.471412159999974101e-02 6.248034649681418438e-03 4.747354388236999512e-01
0.000000000000000000e+00 2.744890000000000000e+05 7.414523356009999899e-01 7.414523356009999899e-01 6.000000000000000000e+01 6.000000000000000000e+01 6.000000000000000000e+01 3.000000000000000000e+02 3.000000000000000000e+02 1.673398509170483051e+00 1.260468970521738674e-02 5.352309853595493307e-03 4.521290014187495099e-01
0.000000000000000000e+00 2.745280000000000000e+05 8.174512000000000445e-01 8.174512000000000445e-01 6.000000000000000000e+01 6.000000000000000000e+01 6.000000000000000000e+01 1.800000000000000000e+02 1.800000000000000000e+02 2.084090188630736973e-01 1.013639488000050992e-02 4.304201647558602781e-03 4.747354388236999512e-01
0.000000000000000000e+00 2.745290000000000000e+05 7.414523356009999899e-01 7.414523356009999899e-01 6.000000000000000000e+01 6.000000000000000000e+01 6.000000000000000000e+01 1.800000000000000000e+02 1.800000000000000000e+02 1.646666081516134639e-01 8.749137560093378507e-03 3.715132721908016335e-03 4.521290014187495099e-01
0.000000000000000000e+00 2.745100000000000000e+05 8.174512000000000000e+01 8.174512000000000000e+01 6.000000000000000000e+01 6.000000000000000000e+01 6.000000000000000000e+01 1.800000000000000000e+02 1.800000000000000000e+02 1.021971732202542294e-03 3.743926496000035797e+00 1.589777705307870770e+00 4.747354467709858916e+00
0.000000000000000000e+00 2.745110000000000000e+05 3.633116444440000237e+01 3.633116444440000237e+01 6.000000000000000000e+01 6.000000000000000000e+01 6.000000000000000000e+01 1.800000000000000000e+02 1.800000000000000000e+02 9.119883173581297409e-03 1.126266097776564834e+00 4.782446275059723528e-01 3.164902766545613755e+00
0.000000000000000000e+00 2.745120000000000000e+05 2.043628000000000000e+01 2.043628000000000000e+01 6.000000000000000000e+01 6.000000000000000000e+01 6.000000000000000000e+01 1.800000000000000000e+02 1.800000000000000000e+02 5.596946953618852499e-02 6.294374240000060183e-01 2.672770377919346241e-01 2.373677233854929458e+00
0.000000000000000000e+00 2.745130000000000000e+05 1.307921920000000071e+01 1.307921920000000071e+01 6.000000000000000000e+01 6.000000000000000000e+01 6.000000000000000000e+01 1.800000000000000000e+02 1.800000000000000000e+02 2.085677103397107213e-01 3.819132006400192125e-01 1.621712104628531825e-01 1.898941755294799805e+00
0.000000000000000000e+00 2.745140000000000000e+05 9.082791111109999704e+00 9.082791111109999704e+00 6.000000000000000000e+01 6.000000000000000000e+01 6.000000000000000000e+01 1.800000000000000000e+02 1.800000000000000000e+02 3.555075484761793803e-01 2.179869866666450662e-01 9.256347629156902457e-02 1.582451383272806877e+00
0.000000000000000000e+00 2.745150000000000000e+05 6.673071020410000109e+00 6.673071020410000109e+00 6.000000000000000000e+01 6.000000000000000000e+01 6.000000000000000000e+01 1.800000000000000000e+02 1.800000000000000000e+02 3.539516549607502061e-01 1.521460192653716348e-01 6.460552835047628228e-02 1.356387001772721534e+00
