# RunNumber Energy Ei Chopper1 Chopper2 Chopper3 Height FWHM Sigma Q
0.000000000000000000e+00 1.451600000000000000e+05 2.000000000000000000e+00 2.007041809595595083e+00 1.200000000000000000e+02 1.200000000000000000e+02 3.000000000000000000e+01 1.723728453184891068e-02 2.849999369625200174e-02 1.210190815127473556e-02 4.350527375936508179e-01
0.000000000000000000e+00 1.451610000000000000e+05 3.000000000000000000e+00 3.012412285896796771e+00 1.200000000000000000e+02 1.200000000000000000e+02 3.000000000000000000e+01 5.239539665195314805e-02 5.723583343203442197e-02 2.430396324077894674e-02 5.329287461936473846e-01
0.000000000000000000e+00 1.451620000000000000e+05 4.000000000000000000e+00 4.018304397996598887e+00 1.200000000000000000e+02 1.200000000000000000e+02 3.000000000000000000e+01 7.175946997105141223e-02 8.599171411713335544e-02 3.651452828753008750e-02 6.154553753634294244e-01
0.000000000000000000e+00 1.451630000000000000e+05 5.000000000000000000e+00 5.025766764468344583e+00 1.200000000000000000e+02 1.200000000000000000e+02 3.000000000000000000e+01 5.626543465679945816e-02 1.206184023472367528e-01 5.121800524298800866e-02 6.882210311790307733e-01
0.000000000000000000e+00 1.451640000000000000e+05 6.000000000000000000e+00 5.633073363339315520e+00 1.200000000000000000e+02 1.200000000000000000e+02 3.000000000000000000e+01 1.109473274588868574e-01 1.250542286661544544e-01 5.310158329773013303e-02 7.385668580730756494e-01
0.000000000000000000e+00 1.451650000000000000e+05 7.000000000000000000e+00 7.040614159197117417e+00 1.200000000000000000e+02 1.200000000000000000e+02 3.000000000000000000e+01 1.060291411943880546e-01 1.788315996436091737e-01 7.593698498667056374e-02 8.144749626517295837e-01
0.000000000000000000e+00 1.451660000000000000e+05 8.000000000000000000e+00 8.047864480374386176e+00 1.200000000000000000e+02 1.200000000000000000e+02 3.000000000000000000e+01 1.129672304679391615e-01 2.189019138661691954e-01 9.295198041026292435e-02 8.707583149274190637e-01
0.000000000000000000e+00 1.451670000000000000e+05 9.000000000000000000e+00 9.042775450899670275e+00 1.200000000000000000e+02 1.800000000000000000e+02 3.000000000000000000e+01 1.215785009158062147e-01 1.790469539277834699e-01 7.602843054258320854e-02 9.232327317198117944e-01
0.000000000000000000e+00 1.451680000000000000e+05 1.000000000000000000e+01 1.005070071976025936e+01 1.200000000000000000e+02 1.800000000000000000e+02 3.000000000000000000e+01 1.265497645710903785e-01 2.130748552588954681e-01 9.047764554517853663e-02 9.732668474316596985e-01
0.000000000000000000e+00 1.451690000000000000e+05 1.200000000000000000e+01 1.206479604828186325e+01 1.200000000000000000e+02 1.800000000000000000e+02 3.000000000000000000e+01 1.461651124523213885e-01 2.750773499008101197e-01 1.168056687476900779e-01 1.066267376144726997e+00
0.000000000000000000e+00 1.451700000000000000e+05 1.400000000000000000e+01 1.990191413330673242e+01 1.200000000000000000e+02 1.800000000000000000e+02 3.000000000000000000e+01 1.953621353461517662e-01 3.144502433062470459e-01 1.335245194506356758e-01 1.290985755622386932e+00
0.000000000000000000e+00 1.451710000000000000e+05 1.600000000000000000e+01 1.609730079454944018e+01 1.200000000000000000e+02 1.800000000000000000e+02 3.000000000000000000e+01 1.372399885235222883e-01 4.217492808171741103e-01 1.790867434467830754e-01 1.231475094954172844e+00
0.000000000000000000e+00 1.451720000000000000e+05 1.800000000000000000e+01 1.810036868614419348e+01 1.200000000000000000e+02 2.400000000000000000e+02 6.000000000000000000e+01 1.360281600126500290e-01 4.199285535186092488e-01 1.783136108359275052e-01 1.305975655714670891e+00
0.000000000000000000e+00 1.451730000000000000e+05 2.000000000000000000e+01 2.011845396475296610e+01 1.200000000000000000e+02 2.400000000000000000e+02 6.000000000000000000e+01 1.396644815142814577e-01 4.908902767399077050e-01 2.084459773842495534e-01 1.376764612893263573e+00
0.000000000000000000e+00 1.451740000000000000e+05 2.500000000000000000e+01 2.516186882433937555e+01 1.200000000000000000e+02 2.400000000000000000e+02 6.000000000000000000e+01 1.507509221233495622e-01 6.793704582571624684e-01 2.884800247376486104e-01 1.539528260628382439e+00
0.000000000000000000e+00 1.451750000000000000e+05 3.000000000000000000e+01 3.020765196549965381e+01 1.200000000000000000e+02 2.400000000000000000e+02 6.000000000000000000e+01 1.400866507711794329e-01 8.881049677856776015e-01 3.771146360024108524e-01 1.686698123812675476e+00
0.000000000000000000e+00 1.451760000000000000e+05 3.500000000000000000e+01 3.523886282168216866e+01 1.200000000000000000e+02 3.000000000000000000e+02 6.000000000000000000e+01 1.294589721661672799e-01 9.584970687499492215e-01 4.070051247345856660e-01 1.821788415312767029e+00
0.000000000000000000e+00 1.451770000000000000e+05 4.000000000000000000e+01 4.028726861526859437e+01 1.200000000000000000e+02 3.000000000000000000e+02 6.000000000000000000e+01 1.177567307797748319e-01 1.152215882396816937e+00 4.892636443298585824e-01 1.947785342733065361e+00
0.000000000000000000e+00 1.451780000000000000e+05 5.000000000000000000e+01 5.036039417926900086e+01 1.200000000000000000e+02 3.600000000000000000e+02 9.000000000000000000e+01 9.152902785449533452e-02 1.410091037019611804e+00 5.987647715582216090e-01 2.177707433700561523e+00
0.000000000000000000e+00 1.451790000000000000e+05 6.000000000000000000e+01 6.041344782102596866e+01 1.200000000000000000e+02 4.200000000000000000e+02 9.000000000000000000e+01 6.804453221040603073e-02 1.655328470296236532e+00 7.028995627584868622e-01 2.385328829288482666e+00
0.000000000000000000e+00 1.451800000000000000e+05 7.000000000000000000e+01 7.047781578352268639e+01 1.200000000000000000e+02 4.200000000000000000e+02 9.000000000000000000e+01 5.244786369661109254e-02 1.987474405094843632e+00 8.439381762610801418e-01 2.576398829619089614e+00
0.000000000000000000e+00 1.451810000000000000e+05 8.000000000000000000e+01 8.046803710634294760e+01 1.200000000000000000e+02 4.800000000000000000e+02 9.000000000000000000e+01 3.815324950701864254e-02 2.220917824135057117e+00 9.430648934756081792e-01 2.753468414147695054e+00
0.000000000000000000e+00 1.451820000000000000e+05 9.000000000000000000e+01 9.044355363311373708e+01 1.200000000000000000e+02 5.400000000000000000e+02 9.000000000000000000e+01 2.740229270633246644e-02 2.441975948094103899e+00 1.036932462035712987e+00 2.919674416383107651e+00
0.000000000000000000e+00 1.451830000000000000e+05 1.000000000000000000e+02 1.004133260744091700e+02 1.200000000000000000e+02 5.400000000000000000e+02 9.000000000000000000e+01 2.183013953196921014e-02 2.711159804008680396e+00 1.151235585566318553e+00 3.076861629883448135e+00
0.000000000000000000e+00 1.451840000000000000e+05 1.200000000000000000e+02 1.202274490303198036e+02 1.200000000000000000e+02 6.000000000000000000e+02 9.000000000000000000e+01 1.361573118787400699e-02 3.125913674788236563e+00 1.327351878890971060e+00 3.368233998616536606e+00
0.000000000000000000e+00 1.451850000000000000e+05 1.400000000000000000e+02 1.397953332557017063e+02 1.200000000000000000e+02 6.000000000000000000e+02 9.000000000000000000e+01 9.388586230794514556e-03 3.634678664647594815e+00 1.543387968003224975e+00 3.634380529324213516e+00
0.000000000000000000e+00 1.451860000000000000e+05 1.600000000000000000e+02 1.593327767307429497e+02 1.200000000000000000e+02 6.000000000000000000e+02 1.200000000000000000e+02 6.702411129091782535e-03 4.174518750346393858e+00 1.772619426898681017e+00 3.882098923126856338e+00
0.000000000000000000e+00 1.451870000000000000e+05 1.800000000000000000e+02 1.789711752319925040e+02 1.200000000000000000e+02 6.000000000000000000e+02 1.200000000000000000e+02 4.899396918552619690e-03 4.868015966309826581e+00 2.067098074866168478e+00 4.115639418363571167e+00
