# RunNumber Energy Ei chopper_choice Chopper1 Chopper2 Chopper3 Height FWHM Sigma Q
0.000000000000000000e+00 1.451600000000000000e+05 2.000000000000000000e+00 2.007041809595595083e+00 0.000000000000000000e+00 1.200000000000000000e+02 1.200000000000000000e+02 3.000000000000000000e+01 1.723728453184891068e-02 2.849999369625200174e-02 1.210190815127473556e-02 4.350527375936508179e-01
0.000000000000000000e+00 1.451610000000000000e+05 3.000000000000000000e+00 3.012412285896796771e+00 0.000000000000000000e+00 1.200000000000000000e+02 1.200000000000000000e+02 3.000000000000000000e+01 5.239539665195314805e-02 5.723583343203442197e-02 2.430396324077894674e-02 5.329287461936473846e-01
0.000000000000000000e+00 1.451620000000000000e+05 4.000000000000000000e+00 4.018304397996598887e+00 0.000000000000000000e+00 1.200000000000000000e+02 1.200000000000000000e+02 3.000000000000000000e+01 7.175946997105141223e-02 8.599171411713335544e-02 3.651452828753008750e-02 6.154553753634294244e-01
0.000000000000000000e+00 1.451630000000000000e+05 5.000000000000000000e+00 5.025766764468344583e+00 0.000000000000000000e+00 1.200000000000000000e+02 1.200000000000000000e+02 3.000000000000000000e+01 5.626543465679945816e-02 1.206184023472367528e-01 5.121800524298800866e-02 6.882210311790307733e-01
0.000000000000000000e+00 1.451640000000000000e+05 6.000000000000000000e+00 5.633073363339315520e+00 0.000000000000000000e+00 1.200000000000000000e+02 1.200000000000000000e+02 3.000000000000000000e+01 1.109473274588868574e-01 1.250542286661544544e-01 5.310158329773013303e-02 7.385668580730756494e-01
0.000000000000000000e+00 1.451650000000000000e+05 7.000000000000000000e+00 7.040614159197117417e+00 0.000000000000000000e+00 1.200000000000000000e+02 1.200000000000000000e+02 3.000000000000000000e+01 1.060291411943880546e-01 1.788315996436091737e-01 7.593698498667056374e-02 8.144749626517295837e-01
0.000000000000000000e+00 1.451660000000000000e+05 8.000000000000000000e+00 8.047864480374386176e+00 0.000000000000000000e+00 1.200000000000000000e+02 1.200000000000000000e+02 3.000000000000000000e+01 1.129672304679391615e-01 2.189019138661691954e-01 9.295198041026292435e-02 8.707583149274190637e-01
0.000000000000000000e+00 1.451670000000000000e+05 9.000000000000000000e+00 9.042775450899670275e+00 0.000000000000000000e+00 1.200000000000000000e+02 1.800000000000000000e+02 3.000000000000000000e+01 1.215785009158062147e-01 1.790469539277834699e-01 7.602843054258320854e-02 9.232327317198117944e-01
0.000000000000000000e+00 1.451680000000000000e+05 1.000000000000000000e+01 1.005070071976025936e+01 0.000000000000000000e+00 1.200000000000000000e+02 1.800000000000000000e+02 3.000000000000000000e+01 1.265497645710903785e-01 2.130748552588954681e-01 9.047764554517853663e-02 9.732668474316596985e-01
0.000000000000000000e+00 1.451690000000000000e+05 1.200000000000000000e+01 1.206479604828186325e+01 0.000000000000000000e+00 1.200000000000000000e+02 1.800000000000000000e+02 3.000000000000000000e+01 1.461651124523213885e-01 2.750773499008101197e-01 1.168056687476900779e-01 1.066267376144726997e+00
